Snapshot_Date,ProductID,Quantity_On_Hand,Average_Days_In_Stock
2023-04-01,FIT-601,78,37
2023-04-02,FIT-101,153,150
2023-04-02,FIT-102,26,56
2023-04-02,FIT-103,19,41
2023-04-02,FIT-201,114,41
2023-04-02,FIT-202,103,51
2023-04-02,FIT-203,10,37
2023-04-02,FIT-204,142,38
2023-04-02,FIT-205,124,53
2023-04-02,FIT-301,66,56
2023-04-02,FIT-302,139,57
2023-04-02,FIT-303,94,23
2023-04-02,FIT-304,52,37
2023-04-02,FIT-401,212,113
2023-04-02,FIT-402,28,33
2023-04-02,FIT-501,139,40
2023-04-02,FIT-502,79,41
2023-04-02,FIT-503,62,22
2023-04-02,FIT-601,82,36
2023-04-03,FIT-101,153,151
2023-04-03,FIT-102,28,54
2023-04-03,FIT-103,18,39
2023-04-03,FIT-201,120,42
2023-04-03,FIT-202,111,54
2023-04-03,FIT-203,12,37
2023-04-03,FIT-204,145,35
2023-04-03,FIT-205,123,52
2023-04-03,FIT-301,60,56
2023-04-03,FIT-302,141,56
2023-04-03,FIT-303,100,22
2023-04-03,FIT-304,56,36
2023-04-03,FIT-401,209,113
2023-04-03,FIT-402,26,-30
2023-04-03,FIT-501,142,45
2023-04-03,FIT-502,76,41
2023-04-03,FIT-503,65,26
2023-04-03,FIT-601,78,35
2023-04-04,FIT-101,154,-151
2023-04-04,FIT-102,21,52
2023-04-04,FIT-103,23,42
2023-04-04,FIT-201,121,45
2023-04-04,FIT-202,103,54
2023-04-04,FIT-203,12,38
2023-04-04,FIT-204,147,35
2023-04-04,FIT-205,116,48
2023-04-04,FIT-301,67,52
2023-04-04,FIT-302,147,56
2023-04-04,FIT-303,101,17
2023-04-04,FIT-304,56,35
2023-04-04,FIT-401,207,113
2023-04-04,FIT-402,25,29
2023-04-04,FIT-501,137,43
2023-04-04,FIT-502,73,44
2023-04-04,FIT-503,58,22
2023-04-04,FIT-601,81,37
2023-04-05,FIT-101,155,151
2023-04-05,FIT-102,26,57
2023-04-05,FIT-103,23,42
2023-04-05,FIT-201,119,44
2023-04-05,FIT-202,107,48
2023-04-05,FIT-203,15,34
2023-04-05,FIT-204,149,35
2023-04-05,FIT-205,115,51
2023-04-05,FIT-301,61,54
2023-04-05,FIT-302,141,58
2023-04-05,FIT-303,94,17
2023-04-05,FIT-304,54,35
2023-04-05,FIT-401,211,113
2023-04-05,FIT-402,34,28
2023-04-05,FIT-501,142,43
2023-04-05,FIT-502,73,41
2023-04-05,FIT-503,66,21
2023-04-05,FIT-601,83,35
2023-04-06,FIT-101,155,152
2023-04-06,FIT-102,21,51
2023-04-06,FIT-103,25,37
2023-04-06,FIT-201,120,45
2023-04-06,FIT-202,105,53
2023-04-06,FIT-203,14,33
2023-04-06,FIT-204,141,39
2023-04-06,FIT-205,119,48
2023-04-06,FIT-301,68,54
2023-04-06,FIT-302,145,60
2023-04-06,FIT-303,94,17
2023-04-06,FIT-304,61,35
2023-04-06,FIT-401,210,114
2023-04-06,FIT-402,33,32
2023-04-06,FIT-501,143,46
2023-04-06,FIT-502,80,38
2023-04-06,FIT-503,65,26
2023-04-06,FIT-601,77,31
2023-04-07,FIT-101,153,152
2023-04-07,FIT-102,24,51
2023-04-07,FIT-103,19,39
2023-04-07,FIT-201,121,39
2023-04-07,FIT-202,105,48
2023-04-07,FIT-203,14,37
2023-04-07,FIT-204,141,39
2023-04-07,FIT-205,120,48
2023-04-07,FIT-301,65,50
2023-04-07,FIT-302,139,59
2023-04-07,FIT-303,97,21
2023-04-07,FIT-304,62,36
2023-04-07,FIT-401,207,114
2023-04-07,FIT-402,25,33
2023-04-07,FIT-501,135,45
2023-04-07,FIT-502,72,40
2023-04-07,FIT-503,64,26
2023-04-07,FIT-601,75,32
2023-04-08,FIT-101,153,152
2023-04-08,FIT-102,25,51
2023-04-08,FIT-103,15,36
2023-04-08,FIT-201,112,44
2023-04-08,FIT-202,109,48
2023-04-08,FIT-203,11,35
2023-04-08,FIT-204,146,-35
2023-04-08,FIT-205,120,49
2023-04-08,FIT-301,64,56
2023-04-08,FIT-302,147,57
2023-04-08,FIT-303,102,18
2023-04-08,FIT-304,58,35
2023-04-08,FIT-401,206,114
2023-04-08,FIT-402,27,28
2023-04-08,FIT-501,136,42
2023-04-08,FIT-502,77,44
2023-04-08,FIT-503,63,26
2023-04-08,FIT-601,83,33
2023-04-09,FIT-101,153,153
2023-04-09,FIT-102,23,54
2023-04-09,FIT-103,25,39
2023-04-09,FIT-201,117,44
2023-04-09,FIT-202,112,54
2023-04-09,FIT-203,20,39
2023-04-09,FIT-204,142,39
2023-04-09,FIT-205,117,52
2023-04-09,FIT-301,66,52
2023-04-09,FIT-302,148,61
2023-04-09,FIT-303,92,21
2023-04-09,FIT-304,53,39
2023-04-09,FIT-401,208,114
2023-04-09,FIT-402,32,30
2023-04-09,FIT-501,134,45
2023-04-09,FIT-502,71,38
2023-04-09,FIT-503,59,21
2023-04-09,FIT-601,83,31
2023-04-10,FIT-101,156,153
2023-04-10,FIT-102,24,52
2023-04-10,FIT-103,18,41
2023-04-10,FIT-201,115,40
2023-04-10,FIT-202,107,50
2023-04-10,FIT-203,20,33
2023-04-10,FIT-204,142,41
2023-04-10,FIT-205,124,54
2023-04-10,FIT-301,63,51
2023-04-10,FIT-302,138,59
2023-04-10,FIT-303,98,20
2023-04-10,FIT-304,55,34
2023-04-10,FIT-401,210,115
2023-04-10,FIT-402,30,29
2023-04-10,FIT-501,134,43
2023-04-10,FIT-502,72,39
2023-04-10,FIT-503,65,27
2023-04-10,FIT-601,79,33
2023-04-11,FIT-101,156,153
2023-04-11,FIT-102,24,52
2023-04-11,FIT-103,16,37
2023-04-11,FIT-201,116,45
2023-04-11,FIT-202,104,53
2023-04-11,FIT-203,16,39
2023-04-11,FIT-204,143,35
2023-04-11,FIT-205,121,52
2023-04-11,FIT-301,62,56
2023-04-11,FIT-302,146,57
2023-04-11,FIT-303,98,22
2023-04-11,FIT-304,59,35
2023-04-11,FIT-401,210,115
2023-04-11,FIT-402,26,28
2023-04-11,FIT-501,137,43
2023-04-11,FIT-502,73,40
2023-04-11,FIT-503,66,27
2023-04-11,FIT-601,78,36
2023-04-12,FIT-101,154R,154
2023-04-12,FIT-102,29,57
2023-04-12,FIT-103,24,40
2023-04-12,FIT-201,120,44
2023-04-12,FIT-202,104,49
2023-04-12,FIT-203,10,38
2023-04-12,FIT-204,144,40
2023-04-12,FIT-205,118,48
2023-04-12,FIT-301,62,53
2023-04-12,FIT-302,147,60
2023-04-12,FIT-303,100,19
2023-04-12,FIT-304,62,36
2023-04-12,FIT-401,210,115
2023-04-12,FIT-402,29,27
2023-04-12,FIT-501,140,46
2023-04-12,FIT-502,81,38
2023-04-12,FIT-503,64,25
2023-04-12,FIT-601,77,31
2023-04-13,FIT-101,155,154
2023-04-13,FIT-102,21,56
2023-04-13,FIT-103,25,42
2023-04-13,FIT-201,114,43
2023-04-13,FIT-202,109,51
2023-04-13,FIT-203,12,39
2023-04-13,FIT-204,140,38
2023-04-13,FIT-205,125,50
2023-04-13,FIT-301,62,51
2023-04-13,FIT-302,147,61
2023-04-13,FIT-303,98,23
2023-04-13,FIT-304,58,33
2023-04-13,FIT-401,212,115
2023-04-13,FIT-402,32,27
2023-04-13,FIT-501,138,43
2023-04-13,FIT-502,71,42
2023-04-13,FIT-503,63,23
2023-04-13,FIT-601,79,35
2023-04-14,FIT-101,154,154
2023-04-14,FIT-102,23,51
2023-04-14,FIT-103,16,36
2023-04-14,FIT-201,121,39
2023-04-14,FIT-202,102,53
2023-04-14,FIT-203,17,39
2023-04-14,FIT-204,140,41
2023-04-14,FIT-205,121,53
2023-04-14,FIT-301,66,56
2023-04-14,FIT-302,143,59
2023-04-14,FIT-303,95,20
2023-04-14,FIT-304,60,35
2023-04-14,FIT-401,213,116
2023-04-14,FIT-402,28,30
2023-04-14,FIT-501,134,41
2023-04-14,FIT-502,77,42
2023-04-14,FIT-503,59,22
2023-04-14,FIT-601,76,32
2023-04-15,FIT-101,154,155
2023-04-15,FIT-102,23,51
2023-04-15,FIT-103,21,37
2023-04-15,FIT-201,114,43
2023-04-15,FIT-202,103,49
2023-04-15,FIT-203,16,33
2023-04-15,FIT-204,142,38
2023-04-15,FIT-205,117,48
2023-04-15,FIT-301,70,55
2023-04-15,FIT-302,141,56
2023-04-15,FIT-303,99,19
2023-04-15,FIT-304,54,35
2023-04-15,FIT-401,212,116
2023-04-15,FIT-402,27,33
2023-04-15,FIT-501,134,46
2023-04-15,FIT-502,71,44
2023-04-15,FIT-503,64,26
2023-04-15,FIT-601,81,37
2023-04-16,FIT-101,156,155
2023-04-16,FIT-102,27,53
2023-04-16,FIT-103,18,38
2023-04-16,FIT-201,120,41
2023-04-16,FIT-202,110,48
2023-04-16,FIT-203,17,33
2023-04-16,FIT-204,143,36
2023-04-16,FIT-205,125,51
2023-04-16,FIT-301,68,50
2023-04-16,FIT-302,145,56
2023-04-16,FIT-303,101,19
2023-04-16,FIT-304,59,33
2023-04-16,FIT-401,212,116
2023-04-16,FIT-402,26,27
2023-04-16,FIT-501,138,43
2023-04-16,FIT-502,74,44
2023-04-16,FIT-503,58,27
2023-04-16,FIT-601,75,32
2023-04-17,FIT-101,155,-155
2023-04-17,FIT-102,29,57
2023-04-17,FIT-103,22,39
2023-04-17,FIT-201,117,40
2023-04-17,FIT-202,105,53
2023-04-17,FIT-203,20,36
2023-04-17,FIT-204,140,35
2023-04-17,FIT-205,122,-52
2023-04-17,FIT-301,69,50
2023-04-17,FIT-302,145,57
2023-04-17,FIT-303,101,20
2023-04-17,FIT-304,56,35
2023-04-17,FIT-401,213,116
2023-04-17,FIT-402,31,33
2023-04-17,FIT-501,144,46
2023-04-17,FIT-502,79,41
2023-04-17,FIT-503,57,21
2023-04-17,FIT-601,80,31
2023-04-18,FIT-101,154,156
2023-04-18,FIT-102,20,57
2023-04-18,FIT-103,19,41
2023-04-18,FIT-201,111,39
2023-04-18,FIT-202,103,-54
2023-04-18,FIT-203,20,35
2023-04-18,FIT-204,145,39
2023-04-18,FIT-205,122,52
2023-04-18,FIT-301,64,52
2023-04-18,FIT-302,148,57
2023-04-18,FIT-303,93,22
2023-04-18,FIT-304,59,33
2023-04-18,FIT-401,208,117
2023-04-18,FIT-402,26,27
2023-04-18,FIT-501,135,46
2023-04-18,FIT-502,75,43
2023-04-18,FIT-503,63,26
2023-04-18,FIT-601,85,34
2023-04-19,FIT-101,154,156
2023-04-19,FIT-102,24,57
2023-04-19,FIT-103,24,-36
2023-04-19,FIT-201,118,42
2023-04-19,FIT-202,104,53
2023-04-19,FIT-203,16,36
2023-04-19,FIT-204,144,-38
2023-04-19,FIT-205,119,49
2023-04-19,FIT-301,65,53
2023-04-19,FIT-302,142,56
2023-04-19,FIT-303,96,18
2023-04-19,FIT-304,57,37
2023-04-19,FIT-401,213,117
2023-04-19,FIT-402,34,29
2023-04-19,FIT-501,141,43
2023-04-19,FIT-502,80,42
2023-04-19,FIT-503,57,23
2023-04-19,FIT-601,77,32
2023-04-20,FIT-101,156,156
2023-04-20,FIT-102,29,57
2023-04-20,FIT-103,17,40
2023-04-20,FIT-201,116,41
2023-04-20,FIT-202,106,51
2023-04-20,FIT-203,20,38
2023-04-20,FIT-204,145,39
2023-04-20,FIT-205,117,50
2023-04-20,FIT-301,62,53
2023-04-20,FIT-302,147,59
2023-04-20,FIT-303,97,18
2023-04-20,FIT-304,58,33
2023-04-20,FIT-401,208,117
2023-04-20,FIT-402,29,27
2023-04-20,FIT-501,135s,45
2023-04-20,FIT-502,72,39
2023-04-20,FIT-503,66,22
2023-04-20,FIT-601,77,36
2023-04-21,FIT-101,154,157
2023-04-21,FIT-102,20,53
2023-04-21,FIT-103,16,42
2023-04-21,FIT-201,116,44
2023-04-21,FIT-202,103,48
2023-04-21,FIT-203,16,33
2023-04-21,FIT-204,144,37
2023-04-21,FIT-205,121,50
2023-04-21,FIT-301,65,53
2023-04-21,FIT-302,140,62
2023-04-21,FIT-303,94,19
2023-04-21,FIT-304,57,34
2023-04-21,FIT-401,210,117
2023-04-21,FIT-402,30,27
2023-04-21,FIT-501,141,42
2023-04-21,FIT-502,78,43
2023-04-21,FIT-503,62,-21
2023-04-21,FIT-601,82,31
2023-04-22,FIT-101,154,157
2023-04-22,FIT-102,24,55
2023-04-22,FIT-103,23,39
2023-04-22,FIT-201,118,41
2023-04-22,FIT-202,107,50
2023-04-22,FIT-203,10,37
2023-04-22,FIT-204,146,40
2023-04-22,FIT-205,116,49
2023-04-22,FIT-301,63,54
2023-04-22,FIT-302,143,58
2023-04-22,FIT-303,94,19
2023-04-22,FIT-304,57,38
2023-04-22,FIT-401,209,118
2023-04-22,FIT-402,33,30
2023-04-22,FIT-501,136,40
2023-04-22,FIT-502,72,43
2023-04-22,FIT-503,57,24
2023-04-22,FIT-601,75,33
2023-04-23,FIT-101,154,157
2023-04-23,FIT-102,28,55
2023-04-23,FIT-103,17,37
2023-04-23,FIT-201,118,40
2023-04-23,FIT-202,104,51
2023-04-23,FIT-203,14,36
2023-04-23,FIT-204,146,41
2023-04-23,FIT-205,123,54
2023-04-23,FIT-301,69,56
2023-04-23,FIT-302,147,58
2023-04-23,FIT-303,99,20
2023-04-23,FIT-304,55,39
2023-04-23,FIT-401,210,118
2023-04-23,FIT-402,32,29
2023-04-23,FIT-501,143,40
2023-04-23,FIT-502,74,42
2023-04-23,FIT-503,58,26
2023-04-23,FIT-601,85,37
2023-04-24,FIT-101,156,158
2023-04-24,FIT-102,27,56
2023-04-24,FIT-103,25,40
2023-04-24,FIT-201,116,39
2023-04-24,FIT-202,111,54
2023-04-24,FIT-203,17,34
2023-04-24,FIT-204,143Q,35
2023-04-24,FIT-205,119,48
2023-04-24,FIT-301,68,56
2023-04-24,FIT-302,139,56
2023-04-24,FIT-303,93,18
2023-04-24,FIT-304,57,34
2023-04-24,FIT-401,209,118
2023-04-24,FIT-402,33,28
2023-04-24,FIT-501,140,41
2023-04-24,FIT-502,72,38
2023-04-24,FIT-503,60,25
2023-04-24,FIT-601,78,36
2023-04-25,FIT-101,155,158
2023-04-25,FIT-102,24,54
2023-04-25,FIT-103,22,37
2023-04-25,FIT-201,117,39
2023-04-25,FIT-202,110,49
2023-04-25,FIT-203,17,36
2023-04-25,FIT-204,150,38
2023-04-25,FIT-205,115,52
2023-04-25,FIT-301,61,51
2023-04-25,FIT-302,143,61
2023-04-25,FIT-303,99,20
2023-04-25,FIT-304,60,34
2023-04-25,FIT-401,208,-118
2023-04-25,FIT-402,26,30
2023-04-25,FIT-501,140,44
2023-04-25,FIT-502,76,39
2023-04-25,FIT-503,63,21
2023-04-25,FIT-601,81,34
2023-04-26,FIT-101,156,158
2023-04-26,FIT-102,28,56
2023-04-26,FIT-103,23,38
2023-04-26,FIT-201,113,43
2023-04-26,FIT-202,108,53
2023-04-26,FIT-203,19,38
2023-04-26,FIT-204,144,36
2023-04-26,FIT-205,115,53
2023-04-26,FIT-301,69,50
2023-04-26,FIT-302,142,59
2023-04-26,FIT-303,95,17
2023-04-26,FIT-304,62,34
2023-04-26,FIT-401,209,119
2023-04-26,FIT-402,32,33
2023-04-26,FIT-501,135,40
2023-04-26,FIT-502,78,42
2023-04-26,FIT-503,59,25
2023-04-26,FIT-601,85,35
2023-04-27,FIT-101,156,159
2023-04-27,FIT-102,29,55
2023-04-27,FIT-103,20,41
2023-04-27,FIT-201,119,43
2023-04-27,FIT-202,111,52
2023-04-27,FIT-203,11,39
2023-04-27,FIT-204,141,37
2023-04-27,FIT-205,118,50
2023-04-27,FIT-301,67w,55
2023-04-27,FIT-302,141,57
2023-04-27,FIT-303,95,18
2023-04-27,FIT-304,60,-38
2023-04-27,FIT-401,209,-119
2023-04-27,FIT-402,28,32
2023-04-27,FIT-501,137,45
2023-04-27,FIT-502,79,43
2023-04-27,FIT-503,59,23
2023-04-27,FIT-601,76,31
2023-04-28,FIT-101,154,-159
2023-04-28,FIT-102,21,53
2023-04-28,FIT-103,19,38
2023-04-28,FIT-201,120,40
2023-04-28,FIT-202,108,51
2023-04-28,FIT-203,15,38
2023-04-28,FIT-204,145,38
2023-04-28,FIT-205,119,50
2023-04-28,FIT-301,68,56
2023-04-28,FIT-302,145,57
2023-04-28,FIT-303,102,21
2023-04-28,FIT-304,60,34
2023-04-28,FIT-401,210,119
2023-04-28,FIT-402,32,27
2023-04-28,FIT-501,138,44
2023-04-28,FIT-502,73,43
2023-04-28,FIT-503,66,21
2023-04-28,FIT-601,81,35
2023-04-29,FIT-101,155,159
2023-04-29,FIT-102,22,52
2023-04-29,FIT-103,20,42
2023-04-29,FIT-201,112,42
2023-04-29,FIT-202,112,50
2023-04-29,FIT-203,14,33
2023-04-29,FIT-204,144,40
2023-04-29,FIT-205,118,53
2023-04-29,FIT-301,61,53
2023-04-29,FIT-302,147,60
2023-04-29,FIT-303,98,19
2023-04-29,FIT-304,54,38
2023-04-29,FIT-401,211,119
2023-04-29,FIT-402,30,27
2023-04-29,FIT-501,143,41
2023-04-29,FIT-502,71,44
2023-04-29,FIT-503,60,22
2023-04-29,FIT-601,80,34
2023-04-30,FIT-101,157,160
2023-04-30,FIT-102,26,54
2023-04-30,FIT-103,19,36
2023-04-30,FIT-201,114,42
2023-04-30,FIT-202,104,50
2023-04-30,FIT-203,12,35
2023-04-30,FIT-204,150,35
2023-04-30,FIT-205,122,51
2023-04-30,FIT-301,64,51
2023-04-30,FIT-302,148,58
2023-04-30,FIT-303,101,17
2023-04-30,FIT-304,56,33
2023-04-30,FIT-401,211,120
2023-04-30,FIT-402,28,33
2023-04-30,FIT-501,135,46
2023-04-30,FIT-502,76,40
2023-04-30,FIT-503,61,24
2023-04-30,FIT-601,78,-33
2023-05-01,FIT-101,156,160
2023-05-01,FIT-102,27,51
2023-05-01,FIT-103,16,38
2023-05-01,FIT-201,113,40
2023-05-01,FIT-202,109,54
2023-05-01,FIT-203,20,39
2023-05-01,FIT-204,147,36
2023-05-01,FIT-205,122,51
2023-05-01,FIT-301,61,56
2023-05-01,FIT-302,146,57
2023-05-01,FIT-303,100,23
2023-05-01,FIT-304,61,37
2023-05-01,FIT-401,210,120
2023-05-01,FIT-402,27,33
2023-05-01,FIT-501,139,46
2023-05-01,FIT-502,71,43
2023-05-01,FIT-503,64,-26
2023-05-01,FIT-601,80,37
2023-05-02,FIT-101,155,160
2023-05-02,FIT-102,30,52
2023-05-02,FIT-103,16,42
2023-05-02,FIT-201,115,41
2023-05-02,FIT-202,105,52
2023-05-02,FIT-203,15,39
2023-05-02,FIT-204,146,39
2023-05-02,FIT-205,124,54
2023-05-02,FIT-301,66,53
2023-05-02,FIT-302,143,61
2023-05-02,FIT-303,96,19
2023-05-02,FIT-304,60,38
2023-05-02,FIT-401,213,120
2023-05-02,FIT-402,30,27
2023-05-02,FIT-501,136,46
2023-05-02,FIT-502,73,42
2023-05-02,FIT-503,58,-26
2023-05-02,FIT-601,83,32
2023-05-03,FIT-101,157,161
2023-05-03,FIT-102,23,51
2023-05-03,FIT-103,19,40
2023-05-03,FIT-201,117,40
2023-05-03,FIT-202,112,52
2023-05-03,FIT-203,14,36
2023-05-03,FIT-204,141,37
2023-05-03,FIT-205,118v,53
2023-05-03,FIT-301,67,56
2023-05-03,FIT-302,146,58
2023-05-03,FIT-303,93,22
2023-05-03,FIT-304,60,35
2023-05-03,FIT-401,209,120
2023-05-03,FIT-402,29,33
2023-05-03,FIT-501,142,46
2023-05-03,FIT-502,80,43
2023-05-03,FIT-503,60,23
2023-05-03,FIT-601,80,31
2023-05-04,FIT-101,155,161
2023-05-04,FIT-102,29,52
2023-05-04,FIT-103,20,41
2023-05-04,FIT-201,118,43
2023-05-04,FIT-202,111,52
2023-05-04,FIT-203,13,38
2023-05-04,FIT-204,143,35
2023-05-04,FIT-205,121,50
2023-05-04,FIT-301,63,51
2023-05-04,FIT-302,141,59
2023-05-04,FIT-303,98,20
2023-05-04,FIT-304,52,39
2023-05-04,FIT-401,214,121
2023-05-04,FIT-402,29,27
2023-05-04,FIT-501,140,46
2023-05-04,FIT-502,76,40
2023-05-04,FIT-503,60,27
2023-05-04,FIT-601,81,31
2023-05-05,FIT-101,157,161
2023-05-05,FIT-102,27,56
2023-05-05,FIT-103,20,39
2023-05-05,FIT-201,111,42
2023-05-05,FIT-202,111,52
2023-05-05,FIT-203,20,35
2023-05-05,FIT-204,143,41
2023-05-05,FIT-205,116,52
2023-05-05,FIT-301,70,50
2023-05-05,FIT-302,139,60
2023-05-05,FIT-303,95,19
2023-05-05,FIT-304,61,36
2023-05-05,FIT-401,209,121
2023-05-05,FIT-402,34,28
2023-05-05,FIT-501,134,45
2023-05-05,FIT-502,81,38
2023-05-05,FIT-503,62,27
2023-05-05,FIT-601,81,37
2023-05-06,FIT-101,157,162
2023-05-06,FIT-102,22,54
2023-05-06,FIT-103,19,38
2023-05-06,FIT-201,114,43
2023-05-06,FIT-202,107,48
2023-05-06,FIT-203,12,37
2023-05-06,FIT-204,143k,40
2023-05-06,FIT-205,124,52
2023-05-06,FIT-301,65,53
2023-05-06,FIT-302,147,62
2023-05-06,FIT-303,94,19
2023-05-06,FIT-304,55,34
2023-05-06,FIT-401,209,121
2023-05-06,FIT-402,28,30
2023-05-06,FIT-501,137,43
2023-05-06,FIT-502,75,39
2023-05-06,FIT-503,66,27
2023-05-06,FIT-601,84,37
2023-05-07,FIT-101,156,162
2023-05-07,FIT-102,26,53
2023-05-07,FIT-103,24,40
2023-05-07,FIT-201,111,41
2023-05-07,FIT-202,111,51
2023-05-07,FIT-203,16,34
2023-05-07,FIT-204,150,35
2023-05-07,FIT-205,115,49
2023-05-07,FIT-301,62,51
2023-05-07,FIT-302,138,60
2023-05-07,FIT-303,92,17
2023-05-07,FIT-304,55,35
2023-05-07,FIT-401,211,121
2023-05-07,FIT-402,30,29
2023-05-07,FIT-501,135,45
2023-05-07,FIT-502,76,42
2023-05-07,FIT-503,58,26
2023-05-07,FIT-601,80,35
2023-05-08,FIT-101,157,162
2023-05-08,FIT-102,26,53
2023-05-08,FIT-103,15,42
2023-05-08,FIT-201,119,40
2023-05-08,FIT-202,107,54
2023-05-08,FIT-203,14,36
2023-05-08,FIT-204,148,37
2023-05-08,FIT-205,116,51
2023-05-08,FIT-301,66,56
2023-05-08,FIT-302,141[,56
2023-05-08,FIT-303,98,18
2023-05-08,FIT-304,56,33
2023-05-08,FIT-401,213,122
2023-05-08,FIT-402,27,32
2023-05-08,FIT-501,144,46
2023-05-08,FIT-502,75,41
2023-05-08,FIT-503,58,22
2023-05-08,FIT-601,78,35
2023-05-09,FIT-101,157,163
2023-05-09,FIT-102,28,55
2023-05-09,FIT-103,15,38
2023-05-09,FIT-201,114,45
2023-05-09,FIT-202,102,52
2023-05-09,FIT-203,19,38
2023-05-09,FIT-204,150,38
2023-05-09,FIT-205,119,52
2023-05-09,FIT-301,68,52
2023-05-09,FIT-302,141,62
2023-05-09,FIT-303,98,18
2023-05-09,FIT-304,61,39
2023-05-09,FIT-401,215,122
2023-05-09,FIT-402,33,32
2023-05-09,FIT-501,142,45
2023-05-09,FIT-502,79,43
2023-05-09,FIT-503,60,22
2023-05-09,FIT-601,81,31
2023-05-10,FIT-101,156,163
2023-05-10,FIT-102,29,56
2023-05-10,FIT-103,22,41
2023-05-10,FIT-201,113,40
2023-05-10,FIT-202,103,53
2023-05-10,FIT-203,16,34
2023-05-10,FIT-204,150,38
2023-05-10,FIT-205,121,54
2023-05-10,FIT-301,62,52
2023-05-10,FIT-302,140,61
2023-05-10,FIT-303,97,19
2023-05-10,FIT-304,57,39
2023-05-10,FIT-401,210,122
2023-05-10,FIT-402,28,31
2023-05-10,FIT-501,139,45
2023-05-10,FIT-502,75,43
2023-05-10,FIT-503,66,21
2023-05-10,FIT-601,76,35
2023-05-11,FIT-101,157,163
2023-05-11,FIT-102,26,55
2023-05-11,FIT-103,15,39
2023-05-11,FIT-201,119,44
2023-05-11,FIT-202,107,48
2023-05-11,FIT-203,15,39
2023-05-11,FIT-204,143,36
2023-05-11,FIT-205,121,48
2023-05-11,FIT-301,68,55
2023-05-11,FIT-302,143,62
2023-05-11,FIT-303,100,21
2023-05-11,FIT-304,62,36
2023-05-11,FIT-401,214,122
2023-05-11,FIT-402,31,31
2023-05-11,FIT-501,144,45
2023-05-11,FIT-502,76,43
2023-05-11,FIT-503,60,24
2023-05-11,FIT-601,80,33
2023-05-12,FIT-101,157,164
2023-05-12,FIT-102,30,57
2023-05-12,FIT-103,18,41
2023-05-12,FIT-201,113,40
2023-05-12,FIT-202,108,51
2023-05-12,FIT-203,19,38
2023-05-12,FIT-204,141,41
2023-05-12,FIT-205,119,48
2023-05-12,FIT-301,68,55
2023-05-12,FIT-302,147,56
2023-05-12,FIT-303,93,17
2023-05-12,FIT-304,52,38
2023-05-12,FIT-401,213,123
2023-05-12,FIT-402,35,33
2023-05-12,FIT-501,134,45
2023-05-12,FIT-502,77,38
2023-05-12,FIT-503,61,21
2023-05-12,FIT-601,84,32
2023-05-13,FIT-101,155,164
2023-05-13,FIT-102,28,51
2023-05-13,FIT-103,22,42
2023-05-13,FIT-201,118,39
2023-05-13,FIT-202,112,54
2023-05-13,FIT-203,12,33
2023-05-13,FIT-204,150,35
2023-05-13,FIT-205,124,51
2023-05-13,FIT-301,63,53
2023-05-13,FIT-302,140,60
2023-05-13,FIT-303,102,-18
2023-05-13,FIT-304,54,36
2023-05-13,FIT-401,216,123
2023-05-13,FIT-402,30,31
2023-05-13,FIT-501,135,43
2023-05-13,FIT-502,80,44
2023-05-13,FIT-503,56,26
2023-05-13,FIT-601,78,37
2023-05-14,FIT-101,157,164
2023-05-14,FIT-102,22,54
2023-05-14,FIT-103,15,38
2023-05-14,FIT-201,113,45
2023-05-14,FIT-202,106,50
2023-05-14,FIT-203,11,-34
2023-05-14,FIT-204,148,39
2023-05-14,FIT-205,119,48
2023-05-14,FIT-301,69,52
2023-05-14,FIT-302,139,61
2023-05-14,FIT-303,95,19
2023-05-14,FIT-304,59,33
2023-05-14,FIT-401,216,123
2023-05-14,FIT-402,33,31
2023-05-14,FIT-501,143,43
2023-05-14,FIT-502,77,40
2023-05-14,FIT-503,63,21
2023-05-14,FIT-601,83,35
2023-05-15,FIT-101,155,165
2023-05-15,FIT-102,25,56
2023-05-15,FIT-103,17,40
2023-05-15,FIT-201,115,41
2023-05-15,FIT-202,103,54
2023-05-15,FIT-203,16,37
2023-05-15,FIT-204,150,41
2023-05-15,FIT-205,124,52
2023-05-15,FIT-301,63,56
2023-05-15,FIT-302,142,57
2023-05-15,FIT-303,98,22
2023-05-15,FIT-304,57,34
2023-05-15,FIT-401,213,123
2023-05-15,FIT-402,25,29
2023-05-15,FIT-501,136,43
2023-05-15,FIT-502,76,38
2023-05-15,FIT-503,57,21
2023-05-15,FIT-601,75,33
2023-05-16,FIT-101,156,165
2023-05-16,FIT-102,23,55
2023-05-16,FIT-103,21,40
2023-05-16,FIT-201,116,45
2023-05-16,FIT-202,106,53
2023-05-16,FIT-203,15,36
2023-05-16,FIT-204,140,35
2023-05-16,FIT-205,123,51
2023-05-16,FIT-301,64,54
2023-05-16,FIT-302,148,59
2023-05-16,FIT-303,94,21
2023-05-16,FIT-304,53,34
2023-05-16,FIT-401,212,124
2023-05-16,FIT-402,26,27
2023-05-16,FIT-501,141,40
2023-05-16,FIT-502,78,41
2023-05-16,FIT-503,62,22
2023-05-16,FIT-601,82,33
2023-05-17,FIT-101,157,165
2023-05-17,FIT-102,28,57
2023-05-17,FIT-103,19,37
2023-05-17,FIT-201,120,43
2023-05-17,FIT-202,105,53
2023-05-17,FIT-203,18,33
2023-05-17,FIT-204,147,40
2023-05-17,FIT-205,124,48
